video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings,competition_name,team_name,comp_year,total_comps,placing_score,sum_placing_score,finalscore,number_of_teams_in_comp,comp_numerator,comp_score
lOfHC8y0SVA,msu jawani at down south bhangra 2023,2023-03-13T12:35:37Z,2023,516,5422,81.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is MSU Jawani (representing Michigan State University in East Lansing, MI, USA) with their performance at Down South Bhangra 2023.

Down South Bhangra 2023 took place on Saturday March 4 2023 at the Lyric Theater in Birmingham Alabama, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #msujawani #downsouthbhangra",None,down south bhangra,msu jawani,2023,2,0.1,1.1,0.55,2,1.3,0.65
hgmK579J-AM,cia lok naach - first place at down south bhangra 2023,2023-03-06T13:30:06Z,2023,551,16008,254.0,19.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is CIA Lok Naach (representing Carolina Indian Arts in Morrisville, North Carolina, USA) with their First Place performance at Down South Bhangra 2023. The red Jodi (Anya Abhayakumar and Sia Bhatia) also received the best jodi award at this competition.

Mix: JuicyDev with help from GSimz & GSingh

Down South Bhangra 2023 took place on Saturday March 4 2023 at the Lyric Theater in Birmingham Alabama, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #cialoknaach #downsouthbhangra",1,down south bhangra,cia lok naach,2023,2,1.0,1.5,0.75,2,1.3,0.65
_9fOMViEOVY,vasda punjab uk - first place live category at groundshaker bhangra 2024,2024-08-14T05:28:05Z,2024,763,26487,311.0,26.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Vasda Punjab UK with their First Place performance in the Live Bhangra category at Groundshaker Bhangra 2024.

Groundshaker Bhangra 2024 was organized by Canada's largest and most prestigious Bhangra academy, Nachdi Jawani. This event took place on August 3 2024 at the Rose Theater in Brampton, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #groundshakerbhangra #nachdijawani #vasdapunjab",1,groundshaker bhangra,vasda punjab uk,2024,4,1.0,3.5,0.875,4,2.555,0.63875
LrJ2KwE_y1o,punjabi heritage & folk (phf edmonton) - second place live category at groundshaker bhangra 2024,2024-08-17T20:12:25Z,2024,775,8093,79.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Heritage & Folk (PHF Edmonton) with their Second Place performance in the Live Bhangra category at Groundshaker Bhangra 2024.

Groundshaker Bhangra 2024 was organized by Canada's largest and most prestigious Bhangra academy, Nachdi Jawani. This event took place on August 3 2024 at the Rose Theater in Brampton, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #groundshakerbhangra #nachdijawani #phfedmonton",2,groundshaker bhangra,phf edmenton,2024,12,0.75,6.0,0.5,4,2.555,0.63875
A2ji1m5mEuw,anokhey gabru - first place music category at groundshaker bhangra 2024,2024-08-17T15:45:19Z,2024,752,34200,379.0,26.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Anokhey Gabru (representing Ontario, Canada) with their First Place performance in the Music Category at Groundshaker Bhangra 2024.

Groundshaker Bhangra 2024 was organized by Canada's largest and most prestigious Bhangra academy, Nachdi Jawani. This event took place on August 3 2024 at the Rose Theater in Brampton, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #groundshakerbhangra #nachdijawani #anokhey #anokheygabru",1,groundshaker bhangra,anokhey gabru,2024,1,1.0,1.0,1.0,4,2.555,0.63875
_IWcutc6hYE,nachde punjabi at groundshaker bhangra 2024,2024-08-14T05:28:00Z,2024,720,3357,44.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi with their performance in the Live Bhangra academy at Groundshaker Bhangra 2024.

Groundshaker Bhangra 2024 was organized by Canada's largest and most prestegious Bhangra academy, Nachdi Jawani. This event took place on August 3 2024 at the Rose Theater in Brampton, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #groundshakerbhangra #nachdejawani #nachdepunjabi",None,groundshaker bhangra,nachde punjabi,2024,10,0.1,1.8,0.18,4,2.555,0.63875
Iv1d88aFnnM,nachde punjabi gabroo - live bhangra category at back 2 roots festival 2024,2024-08-01T07:30:36Z,2024,746,3202,37.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi Gabroo with their performance in the Live Bhangra category at Back 2 Roots Festival 2024.

Back 2 Roots Festival 2024 July 28 2024 at the Living Arts Centre, in Mississauga, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #back2rootsfestival #nachdepunjabi #nachdepunjabigabroo",None,back 2 roots festival,nachde punjabi,2024,10,0.1,1.8,0.18,4,2.1425,0.535625
MGa7bdjdmOw,punjabi folk dance academy - second place live bhangra category at back 2 roots festival 2024,2024-08-02T01:05:12Z,2024,638,5840,57.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Folk Dance Academy (PFDA) with their Second Place performance in the Live Bhangra category at Back 2 Roots Festival 2024.

Back 2 Roots Festival 2024 July 28 2024 at the Living Arts Centre, in Mississauga, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #back2rootsfestival #PFDA #punjabifolkdanceacademy #gidha #giddha",2,back 2 roots festival,punjabi folk dance academy,2024,8,0.75,4.7,0.5875,4,2.1425,0.535625
SE_dzCJQDvs,vasda punjab uk - first place live bhangra category at back 2 roots festival 2024,2024-08-02T01:54:52Z,2024,769,9492,124.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Vasda Punjab UK with their First Place performance in the Live Bhangra category at Back 2 Roots Festival 2024.

Back 2 Roots Festival 2024 July 28 2024 at the Living Arts Centre, in Mississauga, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #back2rootsfestival #PFDA #punjabifolkdanceacademy #gidha #giddha",1,back 2 roots festival,vasda punjab uk,2024,4,1.0,3.5,0.875,4,2.1425,0.535625
jqI3XCdXoqk,folklore bhangra academy - third place live bhangra category at back 2 roots festival 2024,2024-08-01T07:26:16Z,2024,696,5580,58.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Folklore Bhangra Academy with their Third Place performance in the Live Bhangra category at Back 2 Roots Festival 2024.

Back 2 Roots Festival 2024 July 28 2024 at the Living Arts Centre, in Mississauga, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #back2rootsfestival #folklorebhangra #folklore #folklorebhangraacademy #gidha #giddha",3,back 2 roots festival,folklore bhangra academy,2024,1,0.5,0.5,0.5,4,2.1425,0.535625
shjVOmnqzY0,nachda punjab bhangra academy - first place @ vasda punjab 2018,2018-11-15T00:58:41Z,2018,500,20590,387.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi,"Mark my words, this is a team to watch out for in the near future. Nachda Punjab Bhangra Academy has been on the come up with strong segments, folk choreo, and bad ass mixes. They placed first at this competition, check out their performance and be sure to leave them some love in the comments below!

The Vasda Punjab Bhangra competition took place on June 30 2018, in Stockton California, at San Joaquin Delta College. 

Links for the Bhangra fam:
http://facebook.gabroo.tv
http://instagram.gabroo.tv
http://twitter.gabroo.tv or @gabrootv
http://harjot.gabroo.tv
http://instagram.harjothundal.com",1,vasda punjab,nachda punjab bhangra academy,2018,4,1.0,2.2,0.55,2,0.976923076923077,0.4884615384615385
PaGcMH3gH2I,apna bhangra crew - second place @ vasda punjab 2018,2018-11-19T00:58:16Z,2018,527,22296,354.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi,"The fam from Seattle is back at it again with an amazingly energetic performance, placing Second at this competition behind Nachda Punjab Bhangra Academy. Apna Bhangra Crew also runs the ABC Dance Center, in Seattle, be sure to check it out if you wish to learn Bhangra!

The Vasda Punjab Bhangra competition took place on June 30 2018, in Stockton California, at San Joaquin Delta College. 

Links for the Bhangra fam:
http://facebook.gabroo.tv
http://instagram.gabroo.tv
http://twitter.gabroo.tv or @gabrootv
http://harjot.gabroo.tv
http://instagram.harjothundal.com",2,vasda punjab,apna bhangra crew,2018,13,0.75,5.55,0.4269230769230769,2,0.976923076923077,0.4884615384615385
qLLRG0enXj8,virginia tech bhangra at vibe bhangra 2023,2023-05-17T12:55:44Z,2023,489,6267,64.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia Tech Bhangra (representing Virginia Tech University in Blacksburg, Virginia) with their performance in the live category at VIBE Bhangra 2023

VIBE Bhangra 2023 took place on Sunday February 19 2023 at San Francisco's Palace of Fine Arts

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #vtbhangra #vibebhangra",None,vibe bhangra,virginia tech bhangra,2023,7,0.1,3.55,0.5071428571428571,6,2.879511278195489,0.4799185463659148
DIRR0P3Yq9w,got bhangra at vibe bhangra 2023,2023-03-01T14:15:01Z,2023,540,23788,233.0,19.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Got Bhangra (representing Southern California USA) with their performance in the music category at VIBE Bhangra 2023

VIBE Bhangra 2023 took place on Sunday February 19 2023 at San Francisco's Palace of Fine Arts

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #gotbhangra #vibebhangra",None,vibe bhangra,got bhangra,2023,5,0.1,0.5,0.1,6,2.879511278195489,0.4799185463659148
C9cQNft_T_k,sheran di kaum - first place music category at vibe bhangra 2023,2023-03-01T14:30:03Z,2023,513,56622,462.0,39.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Sheran Di Kaum (representing Texas USA) with their first place performance in the music category at VIBE Bhangra 2023

VIBE Bhangra 2023 took place on Sunday February 19 2023 at San Francisco's Palace of Fine Arts

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #sherandikaum #sdkbhangra #vibebhangra",1,vibe bhangra,sheran di kaum,2023,4,1.0,2.1,0.525,6,2.879511278195489,0.4799185463659148
jRP9c3r1sh4,gabroo gulab wargey at vibe bhangra 2023,2023-03-30T12:30:33Z,2023,707,8679,96.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Gabroo Gulab Wargey (representing the Central Valley of California, USA) with their performance in the live category at VIBE Bhangra 2023. This was Gabroo Gulab Wargey's first time performing live.

VIBE Bhangra 2023 took place on Sunday February 19 2023 at San Francisco's Palace of Fine Arts

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #gabroogulabwargey #vibebhangra",None,vibe bhangra,gabroo gulab wargey,2023,12,0.1,6.9,0.5750000000000001,6,2.879511278195489,0.4799185463659148
DsmphI5xvQc,vancity bhangra - second place music category at vibe bhangra 2023,2023-03-01T14:00:12Z,2023,504,19061,198.0,19.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Vancity Bhanga (representing Vancouver Canada BC) with their second place performance in the music category at VIBE Bhangra 2023

VIBE Bhangra 2023 took place on Sunday February 19 2023 at San Francisco's Palace of Fine Arts

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #vancitybhangra #vibebhangra",2,vibe bhangra,vancity bhangra,2023,19,0.75,5.65,0.2973684210526316,6,2.879511278195489,0.4799185463659148
kr-iVvHNeIo,chardi jawani - first place live category at vibe bhangra 2023,2023-03-01T03:34:14Z,2023,716,43989,505.0,28.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Chardi Jawani (representing Fresno California) with their first place performance in the live category at VIBE Bhangra 2023

VIBE Bhangra 2023 took place on Sunday February 19 2023 at San Francisco's Palace of Fine Arts

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #chardijawani #vibebhangra",1,vibe bhangra,chardi jawani,2023,2,1.0,1.75,0.875,6,2.879511278195489,0.4799185463659148
SShxFvscDDk,koonja - third place @ bhangra in the 6ix 2019,2020-05-17T14:30:10Z,2020,690,168829,2360.0,21.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Bhangra and Giddha in the six;Bhangra and Giddha in the 6ix;Koonja;Koonja Giddha;bhangra empire;bhangra dance;manpreet and naina;dhol dance;gidda;dhol beats;punjabi bhangra dance;punjabi dance;empire bhangra,"This is Koonja with their Third Place performance in the Giddha category at Bhangra & Giddha in the 6ix.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004

#koonja #giddha #gidda",3,bhangra in the 6ix,koonja,2019,1,0.5,0.5,0.5,20,7.599405594405594,0.3799702797202797
q0T0eLHUrzQ,shaan punjab dee students @ bhangra in the 6ix 2018,2018-09-12T01:44:55Z,2018,642,23907,433.0,12.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi,"This is the students of the Shaan Punjab Dee Bhangra Academy in Toronto, performing at Bhangra in the 6ix 2018.

--

Team Info:
Name: Shaan Punjab Dee Students
City/Country: Toronto, Canada

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra in the 6ix,shaan punjab dee students,2018,1,0.1,0.1,0.1,20,7.599405594405594,0.3799702797202797
2XYCMqC12zg,royal academy of bhangra (royal queenz) - second place @ bhangra in the 6ix 2018,2018-10-19T00:01:35Z,2018,490,37942,586.0,12.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Royal Academy of Bhangra;Royal Queenz;Bhangra in the 6ix;Bit6ix,"This is The Royal Queenz, from the Royal Academy of Bhangra, with their second place performance in the music category at Bhangra in the 6ix 2018.

--

Team Info: Royal Academy of Bhangra - Royal Queenz

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",2,bhangra in the 6ix,royal academy ,2018,9,0.75,2.85,0.31666666666666665,20,7.599405594405594,0.3799702797202797
SZvcrc1H5ZM,punjabi lok naach academy - first place @ bhangra in the 6ix 2018,2018-09-26T21:13:01Z,2018,732,29176,432.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi,"This is Punjabi Lok Naach Academy with their first place performance in the live category at Bhangra in the 6ix 2018.

--

Team Info: Punjabi Lok Naach Academy

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",1,bhangra in the 6ix,punjabi lok naach academy,2018,3,1.0,3.0,1.0,20,7.599405594405594,0.3799702797202797
sJa8Le6G-h8,folk squad entertainment @ bhangra in the 6ix 2018,2018-09-25T17:13:05Z,2018,663,4603,82.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra in the six;Bhangra in the 6ix;Folk Squad Entertainment;Live Bhangra,"This is Folk Squad Entertainment performing in the live category at Bhangra in the 6ix 2018.

--

Team Info: Folk Squad Entertainment

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra in the 6ix,folk squad entertainment,2018,1,0.1,0.1,0.1,20,7.599405594405594,0.3799702797202797
8jr84ffgWpQ,nachdi jawani waris - first place @ bhangra in the 6ix 2018,2018-09-20T00:00:00Z,2018,544,150655,1460.0,31.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi,"This is Nachdi Jawani Waris with their first place performance in the music category at Bhangra in the 6ix 2018.

--

Team Info: Nachdi Jawani Waris

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",1,bhangra in the 6ix,nachdi jawani,2018,22,1.0,12.7,0.5772727272727273,20,7.599405594405594,0.3799702797202797
1buG0LrdBLE,raakhe virse de @ bhangra in the 6ix 2018,2018-09-19T01:19:55Z,2018,503,12135,172.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra in the Six;Bhangra in the 6ix;Toronto Bhangra;Raakhe Virse De,"This is Raakhe Virse De performing at Bhangra in the 6ix 2018.

--

Team Info:
Name: Raakhe Virse De

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra in the 6ix,rvd joshiley,2018,5,0.1,1.15,0.22999999999999998,20,7.599405594405594,0.3799702797202797
yL3cgCSqLxU,waris virse de - second place @ bhangra in the 6ix 2018,2018-09-26T17:11:55Z,2018,749,9317,138.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Waris Virse De;Bhangra in the six;Bhangra in the 6ix;Toronto Bhangra;Live Bhangra,"This is Waris Virse De, with their Second place performance in the live category at Bhangra in the 6ix 2018.

--

Team Info: Waris Virse De

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",2,bhangra in the 6ix,waris virse de,2018,2,0.75,1.25,0.625,20,7.599405594405594,0.3799702797202797
aenOMit20rQ,dil de rangeen @ bhangra in the 6ix 2018,2018-09-17T23:54:43Z,2018,569,16807,279.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Dil De Rangeen;Bhangra in the Six;Bhangra in the 6ix;Bit6ix;Toronto Bhangra,"This is Dil De Rangeen performing at Bhangra in the 6ix 2018.

--

Team Info:
Name: Dil De Rangeen

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: July 21 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra in the 6ix,dil de rangeen,2018,2,0.1,0.2,0.1,20,7.599405594405594,0.3799702797202797
uSUUUSOhj4U,nachdi jawani elite - second place @ bhangra in the 6ix 2017,2017-11-10T03:17:45Z,2017,783,26397,332.0,15.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Nachdi Jawani;Nachdi Jawani Elite;Bhangra in the 6ix;Bhangra in the six;Toronto Bhangra Competition,"It's been a while since we've seen Nachdi Jawani's Elite team has performed, but they are back with a killer live set. With the support of an amazing band by their side, they managed to leave with a Second Place victory. I present to you, Nachdi Jawani Elite performing at Bhangra in the 6ix 2017.

--

Team Info:
Name: Nachdi Jawani Elite
City/Country: Brampton, Ontario, Canada

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

Participants:
Pink: Karan Brar & Jaskaran Darad
Green: Simrat Chaniana & Gursimran Saini
Blue: Jagbir Kahlon & Amol Singh
Orange: Ajay Grewal & Rohit Briah
Dholi: Jasraj Lailna
Singer: Simran Thama
Algoje: Bapu Bachan Singh Dhillon
Coach/Chimta: Bali Singh Atwal
Coach/Pagh Tier: Gurmukh Singh Sagoo

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",2,bhangra in the 6ix,nachdi jawani,2017,22,0.75,12.7,0.5772727272727273,20,7.599405594405594,0.3799702797202797
ZVnF5ZF-esE,uva di shaan @ bhangra in the 6ix 2017,2017-11-24T09:32:19Z,2017,418,3595,36.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra in the six;Bhangra in the 6ix;UVA Di Shaan,"This is UVA Di Shaan, performing at Bhangra in the 6ix 2017.

--

Team Info:
Name: UVA Di Shaan
City/Country: Charlottesville, Virginia, USA

Show info:
Name: Bhangra in the 6ix
Location: Living Arts Centre
City/Country: Mississauga, Ontario, Canada
Date: October 28 2017

--

GABROOSTAN:

FACEBOOK: http://facebook.gabroo.tv
INSTAGRAM: http://instagram.gabroo.tv
TWITTER: http://twitter.gabroo.tv or @gabrootv
SNAPCHAT: @gabrootv

HARJOT HUNDAL:

FACEBOOK: http://harjot.gabroo.tv
INSTAGRAM: http://instagram.harjothundal.com

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None,bhangra in the 6ix,uva bhangra,2017,13,0.1,1.7000000000000002,0.13076923076923078,20,7.599405594405594,0.3799702797202797
